﻿﻿﻿100,0.044877052307129,eDa!,
200,0.045032024383545,eDa!,
600,0.045276165008545,eDa!,
700,0.045309066772461,eDa!,
900,0.045330047607422,eDa!,ta
800,0.047182083129883,eDa!,ta
1000,0.047628164291382,eDa!,ta
1050,0.052361011505127,eDa!,ta
1300,0.05237603187561,eDa!,ta
1500,0.05277419090271,eDa!,ta
1250,0.052805185317993,eDa!,ta
1600,0.05319619178772,eDa!,ta
1700,0.053235054016113,eDa!,ta
2800,0.053442001342773,eDa!,ta
1800,0.054537057876587,eDa!,ta
1900,0.055605173110962,eDa!,ta
2000,0.056833982467651,eDa!,ta
2100,0.056864023208618,eDa!,ta
2200,0.057125091552734,eDa!,ta
2300,0.05971097946167,eDa!,ta
2400,0.063384056091309,eDa!,ta
2500,0.063697099685669,eDa!,ta
2600,0.063991069793701,eDa!,ta
2700,0.064373016357422,eDa!,ta
2900,0.065004110336304,eDa!,ta
3000,0.065804004669189,eDa!,ta
3100,0.068016052246094,eDa!,ta
3200,0.068777084350586,eDa!,ta
3300,0.06974196434021,eDa!,ta
3400,0.071710109710693,eDa!,ta
3500,0.071881055831909,eDa!,ta
3600,0.073194980621338,eDa!,ta
3700,0.073893070220947,eDa!,ta
3800,0.07469916343689,eDa!,ta
3900,0.077788114547729,eDa!,ta
4000,0.078469038009644,eDa!,ta
4100,0.079076051712036,eDa!,ta
4200,0.079874992370605,eDa!,ta
4300,0.080064058303833,eDa!,ta
4400,0.086774110794067,eDa!,ta
4500,0.089285135269165,eDa!,ta
4650,0.090632200241089,eDa!,ta
4700,0.091410160064697,eDa!,ta
4800,0.092704057693481,eDa!,ta
4900,0.094896078109741,eDa!,ta
5000,0.095617055892944,eDa!,ta
5200,0.095734119415283,eDa!,ta
5300,0.095762968063354,eDa!,ta
5500,0.10016798973083,eDa!,ta
5600,0.10051107406616,eDa!,ta
5700,0.10354709625244,eDa!,ta
5800,0.10445713996887,eDa!,ta
6700,0.1050910949707,eDa!,ta
6800,0.10533809661865,eDa!,ta
6900,0.10535311698914,eDa!,ta
7000,0.1053671836853,eDa!,ta
7200,0.10538411140442,eDa!,ta
7300,0.10598707199097,eDa!,ta
7400,0.11037516593933,eDa!,ta
7500,0.11063599586487,eDa!,ta
7600,0.11065912246704,eDa!,ta
7700,0.11102914810181,eDa!,ta
7800,0.11144113540649,eDa!,ta
7900,0.11206007003784,eDa!,ta
8000,0.11292910575867,eDa!,ta
8100,0.11368417739868,eDa!,ta
8200,0.1139600276947,eDa!,ta
8300,0.11447811126709,eDa!,ta
8400,0.11510896682739,eDa!,ta
8500,0.11565017700195,eDa!,ta
8600,0.11682796478271,eDa!,ta
8700,0.11708498001099,eDa!,ta
8800,0.11738610267639,eDa!,ta
8900,0.11777997016907,eDa!,ta
9000,0.12193608283997,eDa!,ta
9100,0.12244319915771,eDa!,ta
9200,0.12272906303406,eDa!,ta
9300,0.12338209152222,eDa!,ta
9400,0.12402200698853,eDa!,ta
9500,0.12676811218262,eDa!,ta
9600,0.12708806991577,eDa!,ta
9700,0.12825608253479,eDa!,ta
9800,0.15559196472168,eDa!,ta
9900,0.15693998336792,eDa!,ta
10000,0.15885019302368,eDa!,ta
10100,0.16045999526978,eDa!,ta
10200,0.16134405136108,eDa!,ta
10300,0.16208219528198,eDa!,ta
10400,0.16286706924438,eDa!,ta
10500,0.16312909126282,eDa!,ta
10600,0.16483902931213,eDa!,ta
10700,0.16543912887573,eDa!,ta
10800,0.16660809516907,eDa!,ta
10900,0.17911219596863,eDa!,ta
11000,0.18096017837524,eDa!,ta
11100,0.18113112449646,eDa!,ta
11200,0.18187212944031,eDa!,ta
11300,0.1832070350647,eDa!,ta
11400,0.18527317047119,eDa!,ta
11550,0.18587613105774,eDa!,ta
11600,0.18600916862488,eDa!,ta
11700,0.18803119659424,eDa!,ta
11710,0.18804907798767,eDa!,ta
11740,0.1881411075592,eDa!,ta
------------------------,0.188157081604,eDa!,ta
900,0.18817710876465,eDa!,AtAm
800,0.18852210044861,eDa!,AtAm
1000,0.18862104415894,eDa!,AtAm
1050,0.18944001197815,eDa!,AtAm
1300,0.18945717811584,eDa!,AtAm
1500,0.18973016738892,eDa!,AtAm
1250,0.1897611618042,eDa!,AtAm
1600,0.1898021697998,eDa!,AtAm
1700,0.1898410320282,eDa!,AtAm
2800,0.18993616104126,eDa!,AtAm
1800,0.19016814231873,eDa!,AtAm
1900,0.19045615196228,eDa!,AtAm
2000,0.19065713882446,eDa!,AtAm
2100,0.19068908691406,eDa!,AtAm
2200,0.19072413444519,eDa!,AtAm
2300,0.19091701507568,eDa!,AtAm
2400,0.19107508659363,eDa!,AtAm
2500,0.19113707542419,eDa!,AtAm
2600,0.19120502471924,eDa!,AtAm
2700,0.19124913215637,eDa!,AtAm
2900,0.19170212745667,eDa!,AtAm
3000,0.19182705879211,eDa!,AtAm
3100,0.19212818145752,eDa!,AtAm
3200,0.19259214401245,eDa!,AtAm
3300,0.19276118278503,eDa!,AtAm
