2587	चुरादिः	तूणँ॑ ( तूण् ) 	पूरणे 	सेट् 	उ.प 	1263	1282	X
2588	चुरादिः	भ्रूणँ॑ ( भ्रूण् ) 	आशायाम् 	सेट् 	उ.प 	1264	1283	X
2589	चुरादिः	शठँ॑(शठ्) 	श्लाघायाम् 	सेट् 	उ.प 	1265	1284	X
2590	चुरादिः	यक्षँ॑ ( यक्ष् ) 	पूजायाम् 	सेट् 	उ.प 	1266	1285	X
2591	चुरादिः	स्यमँ॑ ( स्यम् ) 	वितर्के 	सेट् 	उ.प 	1267	1286	X
2592	चुरादिः	गूरँ॑ ( गूर् ) 	उद्यमने 	सेट् 	उ.प 	1268	X	X
2593	चुरादिः	गूरीँ॑(गूर्) 	उद्यमने 	सेट् 	उ.प 	X	1287	X
2594	चुरादिः	लक्षँ॑ ( लक्ष् ) 	आलोचने 	सेट् 	उ.प 	1269	1288	X
2595	चुरादिः	शमँ॑ ( शम् ) 	आलोचने 	सेट् 	उ.प 	1269	1288	X
2596	चुरादिः	कुत्सँ॑ ( कुत्स् ) 	अवक्षेपणे 	सेट् 	उ.प 	1270	1289	X
2597	चुरादिः	त्रुटँ॑ ( त्रुट् ) 	छेदने 	सेट् 	उ.प 	1271	1290	X
2598	चुरादिः	गलँ॑(गल्) 	श्रवणे 	सेट् 	उ.प 	1272	X	X
2599	चुरादिः	गलँ॑ ( गल् ) 	स्रावणे 	सेट् 	उ.प 	X	1291	X
2600	चुरादिः	भलँ॑ ( भल् ) 	आभण्डने 	सेट् 	उ.प 	1273	1292	X
2601	चुरादिः	कूटँ॑ ( कूट् ) 	अप्रदाने 	सेट् 	उ.प 	1274	X	X
2602	चुरादिः	कुत्टँ॑(कुत्ट्) 	प्रतापने 	सेट् 	उ.प 	1275	X	X
2603	चुरादिः	कुटँ॑(कुट्) 	प्रतापने 	सेट् 	उ.प 	X	1293	X
2604	चुरादिः	वन्चुँ॑(वन्च्) 	प्रलम्भने 	सेट् 	उ.प 	1276	1294	X
2605	चुरादिः	वृषँ॑ ( वृष् ) 	शक्तिबन्धने 	सेट् 	उ.प 	1277	1295	X
2606	चुरादिः	मदँ॑ ( मद् ) 	तृप्तियोगे 	सेट् 	उ.प 	1278	X	X
2607	चुरादिः	मदँ॑(मद्) 	तृप्तिशोधने 	सेट् 	उ.प 	X	1296	X
2608	चुरादिः	दिवुँ॑ ( दिव् ) 	परिकूजने 	सेट् 	उ.प 	1279	1297	X
2609	चुरादिः	गृ(गृ) 	विज्ञाने 	सेट् 	उ.प 	1280	X	X
2610	चुरादिः	गॄ(गॄ) 	विज्ञाने 	सेट् 	उ.प 	X	1298	X
2611	चुरादिः	विदँ॑ ( विद् ) 	आख्याने 	सेट् 	उ.प 	1281	1299	X
2612	चुरादिः	विदँ॑ ( विद् ) 	चेतने 	सेट् 	उ.प 	1281	1299	X
2613	चुरादिः	विदँ॑ ( विद् ) 	निवासे 	सेट् 	उ.प 	1281	X	X
2614	चुरादिः	विदँ॑(विद्) 	विवादे 	सेट् 	उ.प 	X	1299	X
2615	चुरादिः	मनँ॑ ( मन् ) 	स्तम्भे 	सेट् 	उ.प 	1282	1300	X
2616	चुरादिः	यु ( यु ) 	जुगुप्सायाम् 	सेट् 	उ.प 	1283	1301	X
2617	चुरादिः	कुस्मँ॑ ( कुस्म् ) 	कुस्मयने 	सेट् 	उ.प 	1284	1302	X
2618	चुरादिः	चर्चँ॑ ( चर्च् ) 	अध्ययने 	सेट् 	उ.प 	1285	X	X
2619	चुरादिः	बुक्कँ॑ ( बुक्क् ) 	भाषणे 	सेट् 	उ.प 	1286	X	X
2620	चुरादिः	कणँ॑ ( कण् ) 	निमीलने 	सेट् 	उ.प 	1287	X	X
2621	चुरादिः	जभिँ॑ ( जभ् ) 	नाशने 	सेट् 	उ.प 	1288	X	X
2622	चुरादिः	षूदँ॑ ( षूद् ) 	क्षरणे 	सेट् 	उ.प 	1289	X	X
2623	चुरादिः	जसुँ॑ ( जस् ) 	ताडने 	सेट् 	उ.प 	1290	X	X
2624	चुरादिः	पशँ॑ ( पश् ) 	बन्धने 	सेट् 	उ.प 	1291	X	X
2625	चुरादिः	अमँ॑ ( अम् ) 	रोगे 	सेट् 	उ.प 	1292	X	X
2626	चुरादिः	चटँ॑ ( चट् ) 	भेदने 	सेट् 	उ.प 	1293	X	X
2627	चुरादिः	स्फुटँ॑ ( स्फुट् ) 	भेदने 	सेट् 	उ.प 	1293	X	X
2628	चुरादिः	घटँ॑ ( घट् ) 	सङ्घाते 	सेट् 	उ.प 	1294	X	X
2629	चुरादिः	अर्जँ॑ ( अर्ज् ) 	प्रतियत्ने 	सेट् 	उ.प 	1295	X	X
2630	चुरादिः	घुषिँ॑र् ( घुष् ) 	विशब्दने 	सेट् 	उ.प 	1296	X	X
2631	चुरादिः	आङः-क्रन्दँ॑(आङः-क्रन्द्) 	सातत्ये 	सेट् 	उ.प 	1297	X	X
2632	चुरादिः	लसँ॑ ( लस् ) 	शिल्पयोगे 	सेट् 	उ.प 	1298	X	X
2633	चुरादिः	तसिँ॑(तस्) 	अलङ्कारे 	सेट् 	उ.प 	1299	X	X
2634	चुरादिः	भूषँ॑ ( भूष् ) 	अलङ्कारे 	सेट् 	उ.प 	1299	X	X
2635	चुरादिः	मोक्षँ॑(मोक्ष्) 	असने 	सेट् 	उ.प 	1300	X	X
2636	चुरादिः	अर्हँ॑ ( अर्ह् ) 	पूजायाम् 	सेट् 	उ.प 	1301	X	X
2637	चुरादिः	ज्ञा ( ज्ञा ) 	नियोगे 	सेट् 	उ.प 	1302	X	X
2638	चुरादिः	भजँ॑ ( भज् ) 	विश्राणने 	सेट् 	उ.प 	1303	X	X
2639	चुरादिः	शृधुँ॑ ( शृध् ) 	प्रसहने 	सेट् 	उ.प 	1304	X	X
2640	चुरादिः	यतँ॑ ( यत् ) 	उपस्कारे 	सेट् 	उ.प 	1305	X	X
2641	चुरादिः	यतँ॑ ( यत् ) 	निकारे 	सेट् 	उ.प 	1305	X	X
2642	चुरादिः	रकँ॑ ( रक् ) 	आस्वादने 	सेट् 	उ.प 	1306	X	X
2643	चुरादिः	लगँ॑ ( लग् ) 	आस्वादने 	सेट् 	उ.प 	1306	X	X
2644	चुरादिः	अन्चुँ॑(अन्च्) 	विशेषणे 	सेट् 	उ.प 	1307	X	X
2645	चुरादिः	लिगिँ॑ ( लिग् ) 	चित्रीकरणे 	सेट् 	उ.प 	1308	X	X
2646	चुरादिः	मुदँ॑ ( मुद् ) 	संसर्गे 	सेट् 	उ.प 	1309	X	X
2647	चुरादिः	त्रसँ॑ ( त्रस् ) 	धारणे 	सेट् 	उ.प 	1310	X	X
2648	चुरादिः	उँ॑ध्रसँ॑(ध्रस्) 	उञ्छे 	सेट् 	उ.प 	1311	X	X
2649	चुरादिः	मुचँ॑(मुच्) 	प्रमोचने 	सेट् 	उ.प 	1312	X	X
2650	चुरादिः	मुचँ॑ ( मुच् ) 	मोदने 	सेट् 	उ.प 	1312	X	X
2651	चुरादिः	वसँ॑ ( वस् ) 	अपहरणे 	सेट् 	उ.प 	1313	X	X
2652	चुरादिः	वसँ॑(वस्) 	छेदने 	सेट् 	उ.प 	1313	X	X
2653	चुरादिः	वसँ॑ ( वस् ) 	स्नेहने 	सेट् 	उ.प 	1313	X	X
2654	चुरादिः	चरँ॑ ( चर् ) 	संशये 	सेट् 	उ.प 	1314	X	X
2655	चुरादिः	च्यु(च्यु) 	हसने 	सेट् 	उ.प 	1315	X	X
2656	चुरादिः	भुवोँ॑(भुव्) 	अवकल्कने 	सेट् 	उ.प 	1316	X	X
2657	चुरादिः	क्लृपँ॑(क्लृप्) 	अवकल्कने 	सेट् 	उ.प 	1317	X	X
2658	चुरादिः	ग्रसँ॑ ( ग्रस् ) 	ग्रहणे 	सेट् 	उ.प 	1318	X	X
2659	चुरादिः	पुषँ॑ ( पुष् ) 	धारणे 	सेट् 	उ.प 	1319	X	X
2660	चुरादिः	दलँ॑ ( दल् ) 	विदारणे 	सेट् 	उ.प 	1320	X	X
2661	चुरादिः	कुपँ॑ ( कुप् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2662	चुरादिः	कुशिँ॑ ( कुश् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2663	चुरादिः	कुसिँ॑ ( कुस् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2664	चुरादिः	गुपँ॑ ( गुप् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2665	चुरादिः	घटिँ॑ ( घट् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2666	चुरादिः	घटँ॑ ( घट् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2667	चुरादिः	चीवँ॑ ( चीव् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2668	चुरादिः	णदँ॑(णद्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2669	चुरादिः	तर्कँ॑ ( तर्क् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2670	चुरादिः	तुजिँ॑ ( तुज् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2671	चुरादिः	त्रसिँ॑(त्रस्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2672	चुरादिः	दशिँ॑(दश्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2673	चुरादिः	धूपँ॑ ( धूप् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2674	चुरादिः	पटँ॑ ( पट् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2675	चुरादिः	पिजिँ॑(पिज्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2676	चुरादिः	पिसिँ॑ ( पिस् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2677	चुरादिः	पुटँ॑ ( पुट् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2678	चुरादिः	पुथँ॑ ( पुथ् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2679	चुरादिः	भजिँ॑ ( भज् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2680	चुरादिः	मिजिँ॑ ( मिज् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2681	चुरादिः	लघिँ॑ ( लघ् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2682	चुरादिः	लुजिँ॑ ( लुज् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2683	चुरादिः	लुटँ॑ ( लुट् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2684	चुरादिः	लोकृँ॑ ( लोक् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2685	चुरादिः	लोचृँ॑ ( लोच् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2686	चुरादिः	वर्हँ॑(वर्ह्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2687	चुरादिः	वल्हँ॑(वल्ह्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2688	चुरादिः	विछँ॑(विछ्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2689	चुरादिः	वृतुँ॑ ( वृत् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2690	चुरादिः	वृधुँ॑ ( वृध् ) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2691	चुरादिः	वृहिँ॑(वृह्) 	भाषार्थे 	सेट् 	उ.प 	1321	X	X
2692	चुरादिः	अजिँ॑ ( अज् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2693	चुरादिः	अहिँ॑ ( अह् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2694	चुरादिः	कशिँ॑(कश्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2695	चुरादिः	जुचिँ॑(जुच्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2696	चुरादिः	दसिँ॑(दस्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2697	चुरादिः	नटँ॑(नट्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2698	चुरादिः	पुटिँ॑ ( पुट् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2699	चुरादिः	भृशिँ॑ ( भृश् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2700	चुरादिः	महिँ॑(मह्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2701	चुरादिः	रघिँ॑ ( रघ् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2702	चुरादिः	रहिँ॑(रह्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2703	चुरादिः	रुठँ॑(रुठ्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2704	चुरादिः	रुसिँ॑(रुस्) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2705	चुरादिः	लजिँ॑ ( लज् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2706	चुरादिः	शीकँ॑ ( शीक् ) 	भाषार्थे 	सेट् 	उ.प 	1322	X	X
2707	चुरादिः	पूरीँ॑ ( पूर् ) 	आप्यायने 	सेट् 	उ.प 	1323	X	X
2708	चुरादिः	रुजँ॑ ( रुज् ) 	हिंसायाम् 	सेट् 	उ.प 	1324	X	X
2709	चुरादिः	स्वदँ॑(स्वद्) 	आस्वादने 	सेट् 	उ.प 	1325	X	X
2710	चुरादिः	अर्चँ॑ ( अर्च् ) 	पूजायाम् 	सेट् 	उ.प 	1326	X	X
2711	चुरादिः	पृचँ॑ ( पृच् ) 	संयमने 	सेट् 	उ.प 	1326	X	X
2712	चुरादिः	युजँ॑ ( युज् ) 	संयमने 	सेट् 	उ.प 	1326	X	X
2713	चुरादिः	षहँ॑ ( षह् ) 	मर्षणे 	सेट् 	उ.प 	1327	X	X
2714	चुरादिः	ईरँ॑ ( ईर् ) 	क्षेपे 	सेट् 	उ.प 	1328	X	X
